,Feature 0,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,label
1393,147.5,156.2,180.7,197.5,164.2,164.8,193.6,impersonator
3366,16.6,21.9,951.2,836.1,24.2,18.1,18.8,genuine
4307,429.9,16.1,233.1,233.2,16.4,216.3,617.2,genuine
1976,169.0,172.0,173.0,175.0,172.0,172.0,172.0,genuine
350,23.9,121.39999999999999,1046.1999999999998,-5.300000000000001,28.6,-6.800000000000001,3.3000000000000007,impersonator
3271,206.0,415.40000000000003,-8.3,245.8,224.60000000000002,236.6,435.4,impersonator
1817,1.0999999999999996,776.2,188.9,42.0,14.700000000000001,34.2,38.3,impersonator
3736,233.79999999999998,210.6,257.2,232.9,461.70000000000005,-6.5,241.2,impersonator
3544,167.0,168.0,168.0,169.0,168.0,172.0,166.0,genuine
4368,169.0,172.0,167.0,172.0,217.0,127.0,168.0,genuine
2902,231.7,198.4,232.1,232.1,433.5,16.6,433.2,genuine
4148,167.0,172.0,168.0,174.0,171.0,171.0,167.0,genuine
3381,178.3,187.2,171.9,157.4,186.0,177.3,158.4,impersonator
1160,1578.7,24.0,16.1,19.8,20.9,18.9,18.4,genuine
2677,-6.0,50.8,41.9,555.2,28.200000000000003,6.800000000000001,87.69999999999999,impersonator
3468,777.2,219.2,-5.799999999999999,-0.40000000000000213,-6.5,9.4,-6.100000000000001,impersonator
3415,15.8,18.3,1173.0,631.5,17.5,16.1,16.5,genuine
2447,1038.2,1482.0,17.5,17.7,18.1,23.2,63.0,genuine
3641,17.3,17.9,1406.0,21.8,20.2,19.3,18.9,genuine
2729,165.0,167.0,165.0,166.0,165.0,165.0,167.0,genuine
3459,432.7,229.6,433.4,16.3,233.1,233.4,16.4,genuine
3596,166.8,167.7,149.9,148.6,142.3,178.4,179.8,impersonator
361,49.9,2418.5,1.3000000000000007,-3.1000000000000014,35.1,19.4,13.700000000000001,impersonator
3464,212.9,416.6,233.1,233.2,233.1,200.1,233.2,genuine
1827,2411.9,27.599999999999998,-7.399999999999999,101.2,41.599999999999994,80.89999999999999,40.2,impersonator
3885,1746.0,18.3,16.6,631.5,17.9,15.0,17.5,genuine
1412,26.700000000000003,251.0,207.7,450.90000000000003,15.4,210.9,216.8,impersonator
1564,145.7,183.7,163.5,159.0,187.5,161.7,141.7,impersonator
1819,230.7,230.0,432.7,16.8,232.7,233.3,433.5,genuine
1427,171.0,173.0,173.0,173.0,172.0,172.0,173.0,genuine
4361,191.8,149.8,172.2,158.0,172.4,193.2,156.6,impersonator
4312,202.2,50.599999999999994,381.4,397.8,8.399999999999999,237.6,1.8000000000000007,impersonator
250,250.7,418.3,13.399999999999999,235.5,247.3,235.2,207.2,impersonator
102,165.0,186.0,154.0,170.0,171.0,172.0,169.0,genuine
3394,228.4,433.0,16.8,232.7,233.1,433.3,17.0,genuine
3735,192.4,178.5,-13.8,161.7,331.3,193.4,195.6,impersonator
3267,164.0,346.0,159.0,169.0,170.0,169.0,169.0,genuine
3979,17.5,20.7,1156.5,421.9,16.1,20.9,17.0,genuine
2087,164.0,167.0,166.0,165.0,167.0,166.0,167.0,genuine
3306,167.0,188.0,157.0,172.0,171.0,170.0,170.0,genuine
4244,15.5,245.70000000000002,214.0,428.8,2.5,254.0,412.90000000000003,impersonator
918,167.0,172.0,169.0,170.0,172.0,172.0,167.0,genuine
2473,178.2,195.1,150.7,161.3,181.2,160.0,151.4,impersonator
3616,180.9,182.3,183.3,161.3,147.4,174.7,189.1,impersonator
414,1767.8999999999999,36.2,32.1,35.7,21.099999999999998,38.5,34.3,impersonator
2200,18.5,22.2,960.8,632.5,22.2,18.0,19.0,genuine
1611,115.8,96.1,139.1,2.1,42.1,31.5,139.9,genuine
1390,14.7,229.8,233.4,232.7,433.5,16.5,233.0,genuine
1571,149.0,165.5,138.1,174.3,10.9,186.6,353.2,impersonator
2587,165.0,168.0,168.0,167.0,168.0,166.0,168.0,genuine
368,18.6,157.2,187.4,355.7,30.7,138.6,181.6,impersonator
1194,-1.4000000000000021,30.299999999999997,951.3,644.6999999999999,1.3000000000000007,22.2,35.2,impersonator
766,160.6,173.2,193.3,183.5,186.5,157.4,193.2,impersonator
2345,146.9,173.7,183.7,157.2,158.4,155.8,150.5,impersonator
3252,18.7,19.4,18.6,966.8,21.0,22.0,18.6,genuine
389,438.2,-0.10000000000000142,247.5,254.9,464.8,20.6,224.5,impersonator
120,164.0,169.0,166.0,16.0,151.0,335.0,165.0,genuine
1609,8.3,8.3,34.8,41.0,580.6,33.6,20.9,impersonator
2359,31.8,798.0,24.1,38.6,-2.8000000000000007,10.399999999999999,27.700000000000003,impersonator
2024,164.0,169.0,167.0,165.0,167.0,10.0,158.0,genuine
1620,416.4,229.1,233.4,432.4,16.7,233.0,434.3,genuine
175,18.1,21.8,18.2,1158.7,20.1,19.6,20.9,genuine
3765,162.6,154.9,176.6,163.3,183.6,148.2,152.2,impersonator
1357,165.0,167.0,167.0,168.0,168.0,165.0,169.0,genuine
1802,17.5,788.5,424.3,18.7,22.2,21.4,17.1,genuine
1259,16.2,18.2,18.2,965.2,18.3,18.2,20.4,genuine
3272,33.0,22.599999999999998,67.0,1151.7,20.4,22.7,37.7,impersonator
1781,230.1,237.3,472.0,33.4,227.70000000000002,247.20000000000002,465.9,impersonator
64,151.6,182.8,180.9,148.3,193.6,172.9,162.6,impersonator
2345,167.0,173.0,168.0,172.0,172.0,171.0,167.0,genuine
3996,164.0,183.0,165.0,166.0,166.0,166.0,168.0,genuine
3624,231.0,230.1,232.8,433.2,16.6,233.3,233.3,genuine
2562,230.2,433.0,16.8,232.6,233.5,233.3,433.2,genuine
105,238.7,224.29999999999998,238.5,428.7,-5.0,248.5,226.7,impersonator
842,221.9,232.3,228.39999999999998,178.6,210.5,245.10000000000002,439.90000000000003,impersonator
2574,429.2,15.0,433.2,16.5,232.0,233.3,233.3,genuine
1025,162.3,189.2,196.0,167.2,196.4,182.7,163.7,impersonator
1244,232.5,233.5,449.0,16.8,232.4,234.1,449.8,genuine
2408,30.6,40.7,957.5,415.1,1.9000000000000021,25.799999999999997,16.5,impersonator
876,195.1,187.5,198.4,172.1,185.8,166.7,153.8,impersonator
2007,175.5,193.8,189.5,182.4,191.2,175.3,347.4,impersonator
3293,30.2,16.1,231.5,203.0,210.6,430.0,256.2,impersonator
3272,13.4,35.4,45.9,1148.5,17.5,15.9,17.1,genuine
1548,172.0,172.0,176.0,174.0,172.0,171.0,175.0,genuine
4250,195.7,216.3,216.5,199.9,417.2,233.0,433.6,genuine
1152,167.0,190.9,155.8,171.9,181.5,153.8,188.0,impersonator
635,225.3,232.3,433.4,16.6,232.7,233.4,233.1,genuine
3042,170.0,173.0,175.0,173.0,173.0,174.0,173.0,genuine
4425,17.400000000000002,5.800000000000001,-2.200000000000003,952.6,9.7,46.1,41.6,impersonator
1674,162.6,158.9,175.8,171.8,160.2,194.9,183.2,impersonator
3102,20.800000000000004,1103.3,36.6,-1.5,14.399999999999999,1865.3,19.400000000000002,impersonator
2579,145.5,184.3,167.8,192.4,4.4,155.3,331.2,impersonator
3891,168.0,172.0,170.0,170.0,170.0,171.0,166.0,genuine
2527,168.0,171.0,171.0,171.0,171.0,171.0,164.0,genuine
3567,5.199999999999999,66.7,66.0,23.500000000000004,25.6,117.3,82.39999999999999,impersonator
1340,16.6,13.1,217.0,212.9,199.8,216.5,417.0,genuine
508,186.9,152.5,140.7,182.3,176.0,145.3,164.7,impersonator
2027,26.6,230.9,211.20000000000002,425.40000000000003,232.3,233.0,442.90000000000003,impersonator
2827,141.9,168.8,169.6,6.9,145.1,353.1,163.4,impersonator
131,17.5,30.3,90.5,87.3,-5.700000000000001,37.099999999999994,74.1,impersonator
1213,165.0,167.0,169.0,167.0,166.0,167.0,167.0,genuine
1587,339.0,362.0,158.0,177.0,178.0,173.0,173.0,genuine
3180,389.5,18.200000000000003,230.1,208.4,419.90000000000003,230.7,255.4,impersonator
756,20.8,138.9,352.4,158.6,164.3,-17.5,173.4,impersonator
2961,154.3,147.3,181.8,186.5,168.4,171.1,166.5,impersonator
74,17.6,12.8,16.5,17.2,780.5,18.0,16.9,genuine
639,15.2,229.5,15.3,216.2,199.8,433.7,232.9,genuine
688,165.2,184.5,165.7,174.6,191.7,195.9,189.9,impersonator
4042,31.2,578.4,420.09999999999997,7.400000000000002,11.000000000000002,9.5,26.6,impersonator
3573,166.0,168.0,169.0,169.0,169.0,170.0,171.0,genuine
3687,238.7,193.70000000000002,242.5,254.6,249.6,434.1,0.7999999999999989,impersonator
1505,166.2,199.6,197.3,177.7,161.3,171.4,182.1,impersonator
1900,253.8,211.5,447.9,16.8,217.6,243.7,219.1,impersonator
2930,35.9,445.09999999999997,3.8000000000000007,225.9,227.8,223.2,225.1,impersonator
4226,14.8,1608.7,16.3,18.0,17.3,16.8,19.5,genuine
890,162.8,183.1,154.6,151.4,174.3,193.7,187.1,impersonator
3497,18.5,14.3,778.4,421.6,15.4,18.1,17.9,genuine
4433,19.1,19.8,19.5,771.0,19.0,20.6,20.1,genuine
1072,13.6,36.2,1191.6,5.5,-4.299999999999997,16.099999999999998,12.5,impersonator
1260,240.9,256.2,236.9,225.7,432.0,36.8,222.3,impersonator
1825,446.8,30.2,232.3,233.3,450.2,16.1,234.1,genuine
4488,159.2,201.3,149.8,147.5,146.6,180.1,170.4,impersonator
3912,15.4,229.3,231.7,433.4,16.4,233.2,233.0,genuine
1503,10.9,448.8,28.4,31.0,201.1,216.7,216.0,genuine
3436,210.3,215.9,417.3,232.8,232.5,449.9,15.6,genuine
2944,170.0,171.0,173.0,175.0,172.0,174.0,172.0,genuine
3930,11.2,25.5,957.1,402.5,5.6,39.2,5.600000000000001,impersonator
1466,166.0,171.0,169.0,173.0,172.0,172.0,166.0,genuine
2338,20.1,34.1,25.900000000000002,980.8000000000001,44.4,10.299999999999999,33.6,impersonator
3800,0.0,209.2,-8.100000000000001,326.3,208.2,155.1,343.7,impersonator
3030,18.8,51.0,123.8,479.6,20.5,16.8,26.0,genuine
2294,165.5,164.3,3.2,173.1,12.5,298.6,359.0,impersonator
308,15.2,224.5,234.5,448.9,31.5,450.9,15.9,genuine
2053,164.0,183.0,156.0,169.0,8.0,166.0,350.0,genuine
1326,167.8,147.5,145.7,160.9,146.3,172.5,145.0,impersonator
4186,13.0,217.0,414.4,233.1,233.5,16.2,216.0,genuine
1312,-0.1999999999999993,0.5,42.0,23.6,763.1,626.8,-5.0,impersonator
4135,170.0,172.0,172.0,173.0,174.0,172.0,173.0,genuine
10,174.8,151.6,26.6,169.8,331.0,155.0,166.2,impersonator
2017,225.4,234.5,232.2,450.4,16.9,449.5,15.6,genuine
1822,208.5,256.9,435.7,22.6,240.3,252.20000000000002,426.90000000000003,impersonator
232,169.1,180.9,183.0,147.8,169.2,169.8,191.3,impersonator
1858,166.0,169.0,170.0,168.0,170.0,170.0,168.0,genuine
4395,6.0,159.0,4.0,327.0,9.0,321.0,333.0,genuine
1400,14.1,433.5,13.9,231.5,233.2,233.4,433.1,genuine
4364,153.1,154.5,177.7,156.1,182.1,145.7,178.5,impersonator
3585,445.8,29.6,16.0,216.6,215.9,200.7,633.3,genuine
2598,432.1,27.0,469.3,22.1,249.1,474.7,9.3,impersonator
2911,167.0,185.0,13.0,150.0,350.0,166.0,167.0,genuine
3171,15.3,17.3,18.2,17.7,17.9,55.3,35.8,genuine
2347,13.2,24.6,1801.2,15.8,36.7,9.1,0.9000000000000021,impersonator
3511,164.0,167.0,167.0,165.0,168.0,166.0,167.0,genuine
548,10.9,18.8,600.8,209.9,16.6,16.5,16.9,genuine
8,161.7,168.7,186.4,143.4,171.8,146.3,175.9,impersonator
1890,165.0,168.0,167.0,168.0,166.0,168.0,165.0,genuine
1358,187.7,190.8,182.4,141.0,159.9,190.5,191.9,impersonator
3399,2122.5,13.400000000000002,25.0,22.3,12.4,39.5,42.1,impersonator
3601,145.6,154.2,161.6,161.5,166.5,142.8,184.9,impersonator
2031,144.6,168.5,162.0,149.6,187.2,169.0,177.7,impersonator
1038,173.0,173.0,175.0,171.0,172.0,173.0,173.0,genuine
1815,215.7,413.1,233.1,433.3,16.4,233.2,433.2,genuine
1799,173.0,173.0,174.0,173.0,172.0,174.0,174.0,genuine
1236,21.1,18.4,599.2,206.5,18.1,18.5,19.3,genuine
768,546.8000000000001,1467.3,5.100000000000001,8.100000000000001,-5.400000000000002,0.0,9.799999999999999,impersonator
2424,171.0,172.0,174.0,172.0,174.0,172.0,173.0,genuine
861,15.0,21.799999999999997,974.4000000000001,629.6999999999999,33.5,243.9,43.3,impersonator
2822,153.7,151.2,166.1,164.2,154.3,156.3,146.3,impersonator
2519,186.3,173.6,171.1,156.9,156.1,141.1,179.5,impersonator
3370,28.5,13.2,2111.2,16.6,16.8,18.3,21.9,genuine
1516,435.7,1472.2,-7.099999999999998,31.799999999999997,36.599999999999994,53.699999999999996,65.9,impersonator
1018,16.0,26.7,1388.8,16.5,18.6,20.3,16.7,genuine
4154,197.2,232.3,16.2,216.6,199.9,216.3,417.0,genuine
2941,7.5,7.6,22.900000000000002,0.8999999999999986,1571.8,8.7,30.6,impersonator
1972,3.0999999999999996,146.6,327.7,146.2,160.4,184.8,154.8,impersonator
4026,449.79999999999995,39.400000000000006,220.79999999999998,231.1,434.8,51.7,211.9,impersonator
4356,229.5,447.1,32.6,231.7,233.8,450.1,15.4,genuine
981,19.6,38.9,971.0,610.1,-4.600000000000001,42.2,0.5,impersonator
4262,212.9,417.0,233.2,233.0,216.7,233.6,232.7,genuine
217,39.1,36.599999999999994,983.5,647.1,21.400000000000002,36.5,23.5,impersonator
536,158.6,165.0,148.6,-6.300000000000001,149.1,325.5,183.4,impersonator
1018,9.1,27.8,1374.3,23.3,39.1,27.6,32.0,impersonator
4426,11.4,1583.5,10.899999999999999,17.3,394.0,7.0,2.1999999999999993,impersonator
2508,15.7,19.7,139.8,837.1,19.1,18.8,18.6,genuine
3982,219.1,193.6,215.5,216.7,199.5,417.2,16.3,genuine
1600,16.6,29.8,790.0,607.6,33.099999999999994,-6.0,38.1,impersonator
4141,180.0,172.0,154.0,171.0,172.0,171.0,169.0,genuine
1899,13.6,12.4,208.3,215.0,416.7,233.0,433.5,genuine
3332,33.7,1039.4,17.8,18.1,2297.2,19.3,20.1,genuine
2108,17.0,561.0,17.5,19.0,55.8,72.5,62.4,genuine
1547,981.2,222.7,17.5,17.6,17.9,17.5,17.7,genuine
1555,151.4,147.7,172.9,144.3,177.0,187.1,169.6,impersonator
3959,20.599999999999998,-1.200000000000001,222.29999999999998,454.29999999999995,230.79999999999998,253.7,412.8,impersonator
1266,6.299999999999999,1584.2,30.3,9.4,36.1,15.599999999999998,43.6,impersonator
907,170.8,156.5,197.5,177.3,197.2,186.1,177.3,impersonator
3066,162.0,166.0,169.0,166.0,167.0,167.0,166.0,genuine
617,15.8,18.2,975.3,19.2,16.9,18.4,18.2,genuine
1990,7.0,325.0,333.0,167.0,167.0,169.0,166.0,genuine
595,163.2,187.7,21.4,168.6,339.6,182.6,187.0,impersonator
1459,212.3,216.3,199.9,216.3,417.0,233.2,433.3,genuine
1983,17.6,20.5,970.6,632.6,20.8,17.8,19.3,genuine
1744,228.1,456.5,24.1,232.1,233.8,450.4,16.6,genuine
4403,1100.1,38.900000000000006,19.9,12.500000000000002,2097.0,3.299999999999997,31.000000000000004,impersonator
871,14.8,234.4,228.3,232.9,433.3,16.6,232.5,genuine
3779,431.5,14.7,233.3,232.7,433.3,15.8,233.2,genuine
152,175.4,158.2,139.5,178.2,24.7,149.2,331.6,impersonator
1201,163.0,187.0,154.0,171.0,172.0,170.0,171.0,genuine
1685,1418.8,19.1,22.6,17.4,16.4,18.9,19.2,genuine
2905,19.5,240.8,239.3,222.70000000000002,251.0,224.4,241.2,impersonator
200,184.8,154.5,193.7,177.3,188.2,173.5,185.1,impersonator
418,14.4,234.8,227.9,233.3,233.3,433.5,15.4,genuine
1784,36.7,18.900000000000002,12.8,1413.6999999999998,41.4,2.900000000000002,-0.8000000000000007,impersonator
4272,164.0,169.0,168.0,169.0,168.0,168.0,169.0,genuine
1490,18.7,18.6,24.4,761.1999999999999,9.0,20.0,3.6999999999999993,impersonator
924,170.0,173.0,174.0,173.0,175.0,170.0,171.0,genuine
2601,234.9,249.0,235.8,257.8,24.299999999999997,220.29999999999998,178.3,impersonator
1817,16.5,781.0,211.5,17.9,19.3,18.4,19.1,genuine
1766,11.0,172.0,327.0,171.0,170.0,170.0,170.0,genuine
2287,165.0,169.0,167.0,167.0,169.0,168.0,166.0,genuine
3465,-2.799999999999999,27.799999999999997,38.0,22.8,591.8,-6.100000000000001,28.1,impersonator
2714,17.6,1780.7,19.4,20.4,18.2,19.7,20.0,genuine
631,229.9,232.9,235.7,215.9,233.5,234.2,449.8,genuine
3784,13.3,232.2,231.5,433.3,16.7,232.9,233.3,genuine
1703,165.0,168.0,168.0,166.0,166.0,169.0,168.0,genuine
748,4.599999999999998,39.0,12.8,947.4,22.9,38.0,1216.8,impersonator
1658,212.1,231.5,232.6,233.7,450.0,15.5,232.8,genuine
398,413.4,-4.500000000000002,238.1,211.0,232.3,445.2,41.5,impersonator
939,157.9,174.4,192.8,153.9,175.0,154.5,162.1,impersonator
3159,15.1,236.7,229.79999999999998,257.5,456.6,38.900000000000006,216.8,impersonator
3509,187.5,191.1,160.4,183.6,192.3,180.8,163.9,impersonator
2881,12.8,235.1,233.1,450.2,15.7,232.8,232.5,genuine
2380,9.9,20.4,787.0,398.1,38.099999999999994,10.899999999999999,37.7,impersonator
4186,24.4,221.7,398.0,252.0,223.3,26.5,229.7,impersonator
4438,15.9,20.1,16.5,16.6,17.2,17.9,57.1,genuine
3334,30.5,-4.799999999999997,1396.8999999999999,605.3000000000001,-0.8000000000000007,9.299999999999999,24.1,impersonator
158,59.5,1543.3,7.800000000000001,8.1,2.1999999999999993,39.5,20.6,impersonator
1527,147.8,161.1,175.0,180.4,182.2,185.5,155.1,impersonator
964,37.400000000000006,-4.400000000000002,25.0,796.6,434.09999999999997,32.4,1.9999999999999982,impersonator
1245,18.2,122.4,1049.4,17.1,17.8,17.6,17.8,genuine
2455,193.3,150.2,166.8,187.1,171.2,-4.0,156.8,impersonator
2567,16.0,208.2,252.29999999999998,231.0,25.599999999999998,206.70000000000002,438.2,impersonator
2638,2502.4,28.1,13.0,59.8,92.1,88.1,100.9,genuine
4173,38.4,1629.5,27.0,-5.900000000000002,605.9,10.600000000000001,39.4,impersonator
1814,169.0,188.0,156.0,169.0,10.0,165.0,334.0,genuine
790,185.9,162.9,137.2,196.4,155.5,32.1,187.6,impersonator
3997,10.7,1412.9,6.299999999999999,2.6999999999999993,3.3999999999999986,9.2,29.5,impersonator
104,425.2,16.0,232.7,233.2,233.0,216.9,233.5,genuine
4032,1013.2,384.5,15.3,16.9,17.0,17.1,16.8,genuine
3587,160.6,148.9,168.8,156.5,186.9,150.7,169.5,impersonator
1229,39.5,1218.2,30.6,27.200000000000003,-4.400000000000002,4.800000000000001,8.7,impersonator
2717,36.7,213.6,2121.7,18.2,16.1,17.2,17.8,genuine
2586,432.2,15.6,231.3,233.1,433.3,16.6,233.3,genuine
1237,16.6,1196.2,19.3,17.1,16.9,18.0,1034.6,genuine
3483,164.0,167.0,168.0,167.0,167.0,165.0,165.0,genuine
120,167.3,156.5,173.3,18.9,153.0,358.6,143.4,impersonator
1935,154.0,175.1,187.3,184.2,173.2,161.4,174.8,impersonator
3758,15.6,18.2,785.9,631.3,20.5,16.8,16.5,genuine
2947,394.6,215.6,16.8,16.9,72.0,83.5,96.0,genuine
902,13.9,1009.6,230.8,15.6,17.7,16.3,15.3,genuine
4068,225.8,521.7,-0.9000000000000004,20.1,25.700000000000003,-2.3999999999999986,1068.5,impersonator
2484,-5.5,13.0,10.000000000000002,966.9,18.5,-4.700000000000003,29.7,impersonator
2568,227.6,449.9,30.8,234.1,232.4,449.8,15.8,genuine
1188,10.1,24.599999999999998,22.3,401.59999999999997,190.70000000000002,219.29999999999998,217.5,impersonator
193,187.7,170.3,159.2,163.5,167.9,162.3,189.8,impersonator
3182,184.0,165.2,167.7,147.4,180.6,191.9,179.1,impersonator
3957,21.700000000000003,1357.3000000000002,189.4,19.9,31.1,39.6,36.4,impersonator
121,41.4,16.3,642.8,22.4,230.9,450.0,33.1,genuine
550,165.0,169.0,167.0,167.0,169.0,168.0,169.0,genuine
459,5.4,4.6,27.0,24.599999999999998,969.7,3.6000000000000014,22.8,impersonator
2950,166.0,169.0,169.0,167.0,166.0,166.0,168.0,genuine
1074,230.1,233.4,232.7,216.5,233.4,233.4,233.2,genuine
206,151.1,188.2,152.9,162.2,176.1,175.8,144.2,impersonator
2934,163.0,170.0,166.0,13.0,155.0,331.0,166.0,genuine
3018,159.4,162.2,150.3,163.3,177.1,180.1,155.0,impersonator
4066,-10.3,4.800000000000001,72.60000000000001,94.89999999999999,51.900000000000006,108.7,79.5,impersonator
2304,14.4,15.3,1400.9,16.0,16.4,16.9,16.0,genuine
4179,16.6,20.4,30.4,1359.4,17.1,18.8,19.2,genuine
4404,35.3,1205.1000000000001,220.1,17.1,30.8,22.5,29.4,impersonator
1743,21.5,37.7,-2.3000000000000007,1157.7,45.3,41.9,16.4,impersonator
344,228.2,238.2,251.8,455.9,40.7,253.3,247.7,impersonator
776,14.5,401.0,421.9,15.1,17.3,19.0,17.7,genuine
1453,17.5,41.8,1137.9,632.6,19.7,15.8,19.0,genuine
109,34.9,37.6,795.8,-5.0,-1.0,594.9,1041.5,impersonator
127,168.0,170.0,171.0,171.0,173.0,168.0,166.0,genuine
1710,157.9,187.6,132.1,159.4,160.9,173.0,184.6,impersonator
2920,18.3,19.5,301.3,64.5,75.9,72.0,85.1,genuine
20,165.0,168.0,166.0,167.0,169.0,166.0,167.0,genuine
3135,180.3,145.0,153.0,164.0,169.0,159.9,151.9,impersonator
803,171.0,172.0,175.0,173.0,175.0,173.0,172.0,genuine
759,60.099999999999994,1757.0,23.4,3.5999999999999996,7.6,30.2,18.1,impersonator
567,160.7,171.7,178.4,174.9,166.0,149.2,190.1,impersonator
1925,181.0,169.0,156.0,170.0,171.0,183.0,166.0,genuine
2258,209.39999999999998,6.300000000000001,203.89999999999998,238.8,181.2,392.3,209.5,impersonator
1517,5.699999999999999,27.4,24.5,415.4,199.29999999999998,219.20000000000002,394.8,impersonator
2,165.0,167.0,167.0,168.0,169.0,166.0,168.0,genuine
3113,799.6,21.799999999999997,42.4,36.6,87.89999999999999,232.5,1125.5,impersonator
3529,15.5,15.8,993.3000000000001,41.7,37.9,3.3999999999999986,22.1,impersonator
1599,18.1,19.4,1395.1,19.4,16.8,19.3,19.1,genuine
3195,230.0,453.2,30.7,233.5,233.8,233.9,30.9,genuine
3376,17.0,25.4,217.8,220.8,197.3,421.59999999999997,240.6,impersonator
895,140.8,167.0,139.0,154.4,172.7,-12.5,178.9,impersonator
2765,29.4,241.2,430.8,25.1,254.89999999999998,227.2,412.4,impersonator
4239,18.8,19.3,47.5,914.0,18.2,20.3,20.3,genuine
44,16.0,66.8,331.2,60.4,72.0,72.9,21.8,genuine
3806,697.3,5.700000000000001,18.2,28.5,72.2,2221.3,37.7,impersonator
886,227.4,233.5,31.8,199.8,216.3,200.0,216.8,genuine
376,29.1,227.2,227.6,437.79999999999995,-0.1999999999999993,237.9,235.6,impersonator
143,193.5,180.1,180.5,181.0,148.2,5.9,150.6,impersonator
1122,170.0,171.0,172.0,175.0,174.0,175.0,173.0,genuine
603,21.1,245.8,219.70000000000002,244.89999999999998,431.79999999999995,13.2,208.4,impersonator
3669,172.0,172.0,174.0,174.0,173.0,171.0,173.0,genuine
3122,182.8,191.2,167.3,156.3,154.9,163.1,188.1,impersonator
2944,187.4,167.7,170.2,169.8,193.4,151.1,175.9,impersonator
4049,1175.8999999999999,5.299999999999999,14.3,22.599999999999998,2.1000000000000014,5.400000000000002,-3.099999999999998,impersonator
3448,228.1,232.9,233.2,15.5,214.9,216.4,217.6,genuine
2935,20.0,14.3,419.4,210.2,15.2,21.0,16.7,genuine
3857,7.200000000000001,212.7,229.0,243.2,414.6,-4.4,257.4,impersonator
1786,183.1,180.5,142.7,171.6,179.0,165.0,187.6,impersonator
3080,15.0,44.4,1153.9,16.6,17.6,17.6,17.8,genuine
374,141.5,175.2,159.7,158.3,161.2,154.5,174.6,impersonator
1620,396.2,249.6,233.9,443.5,3.3999999999999986,236.2,410.5,impersonator
1901,245.0,256.3,219.0,442.40000000000003,25.5,428.1,-1.9000000000000021,impersonator
3815,26.0,-2.200000000000001,192.0,214.0,194.5,230.70000000000002,199.4,impersonator
2399,15.4,17.4,975.6,422.3,15.4,17.8,18.9,genuine
1739,15.3,233.2,228.4,433.5,16.3,233.4,233.1,genuine
2998,153.0,174.0,170.0,169.0,171.0,171.0,166.0,genuine
213,167.0,167.0,169.0,169.0,169.0,168.0,169.0,genuine
1388,431.1,15.8,235.7,233.3,450.4,15.4,233.5,genuine
1622,15.3,17.7,783.8,420.9,14.9,20.5,16.5,genuine
475,167.0,168.0,169.0,167.0,169.0,171.0,167.0,genuine
3565,30.6,42.8,776.1999999999999,630.2,16.799999999999997,21.0,25.0,impersonator
1627,164.0,167.0,169.0,16.0,150.0,332.0,166.0,genuine
2283,413.5,629.5,17.8,17.7,15.8,16.7,17.7,genuine
1981,187.8,162.1,168.7,195.3,190.9,180.3,167.0,impersonator
3555,15.5,18.1,17.1,19.1,948.1,17.5,18.0,genuine
2454,170.0,170.0,168.0,171.0,170.0,172.0,166.0,genuine
3142,22.1,17.3,775.8,422.3,16.5,18.6,20.0,genuine
3604,171.0,174.0,173.0,171.0,173.0,173.0,176.0,genuine
1994,170.0,194.4,161.1,151.5,176.2,173.2,189.9,impersonator
1297,171.0,175.0,176.0,172.0,172.0,174.0,173.0,genuine
314,18.3,16.2,20.6,16.8,1002.3,17.0,16.8,genuine
348,429.7,23.7,8.3,216.6,215.9,216.6,417.1,genuine
2660,229.0,229.8,232.6,450.4,15.7,233.5,233.3,genuine
3507,238.60000000000002,217.0,443.6,37.9,249.39999999999998,259.6,209.5,impersonator
123,23.7,231.7,256.3,440.20000000000005,33.3,218.6,249.5,impersonator
2610,10.0,179.0,319.0,172.0,11.0,167.0,334.0,genuine
4352,175.1,174.9,147.2,192.4,149.2,191.7,194.1,impersonator
1704,227.0,450.3,31.3,233.2,232.9,450.4,32.0,genuine
1656,247.6,421.5,32.400000000000006,224.29999999999998,209.7,441.5,22.1,impersonator
949,19.7,22.7,1146.6,421.5,16.9,19.5,18.5,genuine
947,26.1,33.7,0.6999999999999993,3.299999999999999,7.0,-3.599999999999998,1.1999999999999993,impersonator
959,164.0,168.0,167.0,167.0,167.0,165.0,167.0,genuine
1729,164.0,178.0,156.0,171.0,171.0,7.0,167.0,genuine
1240,199.0,132.0,167.0,166.0,165.0,165.0,168.0,genuine
4203,240.5,249.3,223.0,226.39999999999998,420.7,25.6,217.20000000000002,impersonator
4439,171.0,172.0,173.0,174.0,171.0,172.0,173.0,genuine
3895,1017.5000000000001,35.3,-3.0,33.8,29.0,66.8,1966.1,impersonator
155,181.0,173.0,156.0,169.0,169.0,168.0,14.0,genuine
1864,19.8,19.1,1354.8,631.0,21.6,16.7,16.7,genuine
1708,14.4,26.7,353.59999999999997,816.0,9.799999999999999,17.9,42.0,impersonator
3022,14.1,232.3,230.2,16.2,216.6,198.8,634.0,genuine
3485,17.8,20.2,1163.0,421.7,17.8,17.4,19.0,genuine
499,164.0,168.0,167.0,15.0,153.0,331.0,166.0,genuine
1180,171.1,174.9,160.5,159.6,187.4,176.4,153.7,impersonator
1399,106.9,605.5,1900.8,22.9,36.2,45.1,83.6,impersonator
4180,162.4,159.5,215.8,125.2,139.2,150.9,147.1,impersonator
